日期,weather_天气代码,weather_天气,weather_最低气温_摄氏度,weather_平均气温_摄氏度,weather_最高气温_摄氏度,weather_总降水量_毫米,weather_降雨量_毫米,weather_降雪量_厘米,weather_降水时长_小时,weather_10米最大风速_千米每小时,weather_10米最大阵风_千米每小时,weather_短波辐射总量_兆焦每平方米,weather_参考蒸散量_毫米,weather_星期,weather_是否周末,weather_是否节假日放假,weather_节假日名称,weather_是否调休上班,weather_调休说明,weather_日期标签,weather_依据文件,weather_依据链接,holiday_年份,holiday_星期,holiday_是否周末,holiday_是否节假日放假,holiday_节假日名称,holiday_是否调休上班,holiday_调休说明,holiday_日期标签,holiday_依据文件,holiday_依据链接,baidu_关键词,baidu_城市代码,baidu_城市,baidu_数据类型,baidu_数据间隔(天),baidu_所属年份,baidu_PC+移动指数,baidu_移动指数,baidu_PC指数,baidu_爬取时间,park_时间戳_first,park_时间戳_last,park_number,park_number_min,park_number_max,park_number_count,park_number_flag,park_交通状况,park_环境描述,park_原始文件名
2023-02-25,0,Clear sky,-5.8,1.2,8.4,0.0,0.0,0.0,0.0,14.3,23.4,14.15,2.41,周六,是,否,,否,,周末,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,2023,周六,是,否,,否,,周末,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,天坛,0,全国,日度,1,2023,2781,2476,305,2026-03-27 22:04:22,2023-02-25 09:00:00,2023-02-25 20:45:00,0.44979166666666665,0.21,0.67,48,original,通畅,舒适，适合参观游览。,2023-02-25_09-00.json | 2023-02-25_09-15.json | 2023-02-25_09-30.json | 2023-02-25_09-45.json | 2023-02-25_10-00.json | 2023-02-25_10-15.json | 2023-02-25_10-30.json | 2023-02-25_10-45.json | 2023-02-25_11-00.json | 2023-02-25_11-15.json | 2023-02-25_11-30.json | 2023-02-25_11-45.json | 2023-02-25_12-00.json | 2023-02-25_12-15.json | 2023-02-25_12-30.json | 2023-02-25_12-45.json | 2023-02-25_13-00.json | 2023-02-25_13-15.json | 2023-02-25_13-30.json | 2023-02-25_13-45.json | 2023-02-25_14-00.json | 2023-02-25_14-15.json | 2023-02-25_14-30.json | 2023-02-25_14-45.json | 2023-02-25_15-00.json | 2023-02-25_15-15.json | 2023-02-25_15-30.json | 2023-02-25_15-45.json | 2023-02-25_16-00.json | 2023-02-25_16-15.json | 2023-02-25_16-30.json | 2023-02-25_16-45.json | 2023-02-25_17-00.json | 2023-02-25_17-15.json | 2023-02-25_17-30.json | 2023-02-25_17-45.json | 2023-02-25_18-00.json | 2023-02-25_18-15.json | 2023-02-25_18-30.json | 2023-02-25_18-45.json | 2023-02-25_19-00.json | 2023-02-25_19-15.json | 2023-02-25_19-30.json | 2023-02-25_19-45.json | 2023-02-25_20-00.json | 2023-02-25_20-15.json | 2023-02-25_20-30.json | 2023-02-25_20-45.json
2023-02-26,0,Clear sky,-4.7,2.6,10.9,0.0,0.0,0.0,0.0,18.0,31.3,13.77,2.0,周日,是,否,,否,,周末,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,2023,周日,是,否,,否,,周末,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,天坛,0,全国,日度,1,2023,2478,2146,332,2026-03-27 22:04:22,2023-02-26 09:00:00,2023-02-26 20:45:00,0.4033333333333333,0.22,0.55,48,original,通畅,舒适，适合参观游览。,2023-02-26_09-00.json | 2023-02-26_09-15.json | 2023-02-26_09-30.json | 2023-02-26_09-45.json | 2023-02-26_10-00.json | 2023-02-26_10-15.json | 2023-02-26_10-30.json | 2023-02-26_10-45.json | 2023-02-26_11-00.json | 2023-02-26_11-15.json | 2023-02-26_11-30.json | 2023-02-26_11-45.json | 2023-02-26_12-00.json | 2023-02-26_12-15.json | 2023-02-26_12-30.json | 2023-02-26_12-45.json | 2023-02-26_13-00.json | 2023-02-26_13-15.json | 2023-02-26_13-30.json | 2023-02-26_13-45.json | 2023-02-26_14-00.json | 2023-02-26_14-15.json | 2023-02-26_14-30.json | 2023-02-26_14-45.json | 2023-02-26_15-00.json | 2023-02-26_15-15.json | 2023-02-26_15-30.json | 2023-02-26_15-45.json | 2023-02-26_16-00.json | 2023-02-26_16-15.json | 2023-02-26_16-30.json | 2023-02-26_16-45.json | 2023-02-26_17-00.json | 2023-02-26_17-15.json | 2023-02-26_17-30.json | 2023-02-26_17-45.json | 2023-02-26_18-00.json | 2023-02-26_18-15.json | 2023-02-26_18-30.json | 2023-02-26_18-45.json | 2023-02-26_19-00.json | 2023-02-26_19-15.json | 2023-02-26_19-30.json | 2023-02-26_19-45.json | 2023-02-26_20-00.json | 2023-02-26_20-15.json | 2023-02-26_20-30.json | 2023-02-26_20-45.json
2023-02-27,3,Overcast,-2.8,3.9,11.4,0.0,0.0,0.0,0.0,14.5,25.2,12.65,1.7,周一,否,否,,否,,工作日,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,2023,周一,否,否,,否,,工作日,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,天坛,0,全国,日度,1,2023,1908,1424,484,2026-03-27 22:04:22,2023-02-27 09:00:00,2023-02-27 20:45:00,0.34312499999999996,0.25,0.46,48,original,通畅,舒适，适合参观游览。,2023-02-27_09-00.json | 2023-02-27_09-15.json | 2023-02-27_09-30.json | 2023-02-27_09-45.json | 2023-02-27_10-00.json | 2023-02-27_10-15.json | 2023-02-27_10-30.json | 2023-02-27_10-45.json | 2023-02-27_11-00.json | 2023-02-27_11-15.json | 2023-02-27_11-30.json | 2023-02-27_11-45.json | 2023-02-27_12-00.json | 2023-02-27_12-15.json | 2023-02-27_12-30.json | 2023-02-27_12-45.json | 2023-02-27_13-00.json | 2023-02-27_13-15.json | 2023-02-27_13-30.json | 2023-02-27_13-45.json | 2023-02-27_14-00.json | 2023-02-27_14-15.json | 2023-02-27_14-30.json | 2023-02-27_14-45.json | 2023-02-27_15-00.json | 2023-02-27_15-15.json | 2023-02-27_15-30.json | 2023-02-27_15-45.json | 2023-02-27_16-00.json | 2023-02-27_16-15.json | 2023-02-27_16-30.json | 2023-02-27_16-45.json | 2023-02-27_17-00.json | 2023-02-27_17-15.json | 2023-02-27_17-30.json | 2023-02-27_17-45.json | 2023-02-27_18-00.json | 2023-02-27_18-15.json | 2023-02-27_18-30.json | 2023-02-27_18-45.json | 2023-02-27_19-00.json | 2023-02-27_19-15.json | 2023-02-27_19-30.json | 2023-02-27_19-45.json | 2023-02-27_20-00.json | 2023-02-27_20-15.json | 2023-02-27_20-30.json | 2023-02-27_20-45.json
2023-02-28,3,Overcast,0.3,6.6,13.4,0.0,0.0,0.0,0.0,28.6,46.8,14.09,3.21,周二,否,否,,否,,工作日,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,2023,周二,否,否,,否,,工作日,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,天坛,0,全国,日度,1,2023,1930,1496,434,2026-03-27 22:04:22,2023-02-28 09:00:00,2023-02-28 20:45:00,0.32875,0.24,0.46,48,original | linear_interp,通畅,舒适，适合参观游览。,2023-02-28_09-00.json | 2023-02-28_09-15.json | 2023-02-28_09-30.json | 2023-02-28_09-45.json | 2023-02-28_10-00.json | 2023-02-28_10-15.json | 2023-02-28_10-30.json | 2023-02-28_10-45.json | 2023-02-28_11-00.json | 2023-02-28_11-15.json | 2023-02-28_11-30.json | 2023-02-28_11-45.json | 2023-02-28_12-00.json | 2023-02-28_12-15.json | 2023-02-28_12-30.json | 2023-02-28_12-45.json | 2023-02-28_13-00.json | 2023-02-28_13-15.json | 2023-02-28_13-30.json | 2023-02-28_13-45.json | 2023-02-28_14-00.json | 2023-02-28_14-15.json | 2023-02-28_15-00.json | 2023-02-28_15-15.json | 2023-02-28_15-30.json | 2023-02-28_15-45.json | 2023-02-28_16-00.json | 2023-02-28_16-15.json | 2023-02-28_16-30.json | 2023-02-28_16-45.json | 2023-02-28_17-00.json | 2023-02-28_17-15.json | 2023-02-28_17-30.json | 2023-02-28_17-45.json | 2023-02-28_18-00.json | 2023-02-28_18-15.json | 2023-02-28_18-30.json | 2023-02-28_18-45.json | 2023-02-28_19-00.json | 2023-02-28_19-15.json | 2023-02-28_19-30.json | 2023-02-28_19-45.json | 2023-02-28_20-00.json | 2023-02-28_20-15.json | 2023-02-28_20-30.json | 2023-02-28_20-45.json
2023-03-01,3,Overcast,-2.5,3.6,9.3,0.0,0.0,0.0,0.0,24.3,43.2,14.93,2.92,周三,否,否,,否,,工作日,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,2023,周三,否,否,,否,,工作日,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,天坛,0,全国,日度,1,2023,1891,1465,426,2026-03-27 22:04:22,2023-03-01 09:00:00,2023-03-01 20:45:00,0.43895833333333334,0.25,0.54,48,original,通畅,舒适，适合参观游览。,2023-03-01_09-00.json | 2023-03-01_09-15.json | 2023-03-01_09-30.json | 2023-03-01_09-45.json | 2023-03-01_10-00.json | 2023-03-01_10-15.json | 2023-03-01_10-30.json | 2023-03-01_10-45.json | 2023-03-01_11-00.json | 2023-03-01_11-15.json | 2023-03-01_11-30.json | 2023-03-01_11-45.json | 2023-03-01_12-00.json | 2023-03-01_12-15.json | 2023-03-01_12-30.json | 2023-03-01_12-45.json | 2023-03-01_13-00.json | 2023-03-01_13-15.json | 2023-03-01_13-30.json | 2023-03-01_13-45.json | 2023-03-01_14-00.json | 2023-03-01_14-15.json | 2023-03-01_14-30.json | 2023-03-01_14-45.json | 2023-03-01_15-00.json | 2023-03-01_15-15.json | 2023-03-01_15-30.json | 2023-03-01_15-45.json | 2023-03-01_16-00.json | 2023-03-01_16-15.json | 2023-03-01_16-30.json | 2023-03-01_16-45.json | 2023-03-01_17-00.json | 2023-03-01_17-15.json | 2023-03-01_17-30.json | 2023-03-01_17-45.json | 2023-03-01_18-00.json | 2023-03-01_18-15.json | 2023-03-01_18-30.json | 2023-03-01_18-45.json | 2023-03-01_19-00.json | 2023-03-01_19-15.json | 2023-03-01_19-30.json | 2023-03-01_19-45.json | 2023-03-01_20-00.json | 2023-03-01_20-15.json | 2023-03-01_20-30.json | 2023-03-01_20-45.json
2023-03-02,0,Clear sky,-3.2,4.9,13.8,0.0,0.0,0.0,0.0,22.0,38.9,14.92,3.1,周四,否,否,,否,,工作日,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,2023,周四,否,否,,否,,工作日,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,天坛,0,全国,日度,1,2023,1954,1448,506,2026-03-27 22:04:22,2023-03-02 09:00:00,2023-03-02 20:45:00,0.7852083333333333,0.5,0.97,48,original,通畅,舒适，适合参观游览。,2023-03-02_09-00.json | 2023-03-02_09-15.json | 2023-03-02_09-30.json | 2023-03-02_09-45.json | 2023-03-02_10-00.json | 2023-03-02_10-15.json | 2023-03-02_10-30.json | 2023-03-02_10-45.json | 2023-03-02_11-00.json | 2023-03-02_11-15.json | 2023-03-02_11-30.json | 2023-03-02_11-45.json | 2023-03-02_12-00.json | 2023-03-02_12-15.json | 2023-03-02_12-30.json | 2023-03-02_12-45.json | 2023-03-02_13-00.json | 2023-03-02_13-15.json | 2023-03-02_13-30.json | 2023-03-02_13-45.json | 2023-03-02_14-00.json | 2023-03-02_14-15.json | 2023-03-02_14-30.json | 2023-03-02_14-45.json | 2023-03-02_15-00.json | 2023-03-02_15-15.json | 2023-03-02_15-30.json | 2023-03-02_15-45.json | 2023-03-02_16-00.json | 2023-03-02_16-15.json | 2023-03-02_16-30.json | 2023-03-02_16-45.json | 2023-03-02_17-00.json | 2023-03-02_17-15.json | 2023-03-02_17-30.json | 2023-03-02_17-45.json | 2023-03-02_18-00.json | 2023-03-02_18-15.json | 2023-03-02_18-30.json | 2023-03-02_18-45.json | 2023-03-02_19-00.json | 2023-03-02_19-15.json | 2023-03-02_19-30.json | 2023-03-02_19-45.json | 2023-03-02_20-00.json | 2023-03-02_20-15.json | 2023-03-02_20-30.json | 2023-03-02_20-45.json
2023-03-03,1,Mainly clear,-1.9,7.8,17.8,0.0,0.0,0.0,0.0,18.2,28.1,15.21,3.3,周五,否,否,,否,,工作日,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,2023,周五,否,否,,否,,工作日,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,天坛,0,全国,日度,1,2023,1849,1392,457,2026-03-27 22:04:22,2023-03-03 09:00:00,2023-03-03 20:45:00,1.2391666666666667,0.99,1.46,48,original,通畅,舒适，适合参观游览。,2023-03-03_09-00.json | 2023-03-03_09-15.json | 2023-03-03_09-30.json | 2023-03-03_09-45.json | 2023-03-03_10-00.json | 2023-03-03_10-15.json | 2023-03-03_10-30.json | 2023-03-03_10-45.json | 2023-03-03_11-00.json | 2023-03-03_11-15.json | 2023-03-03_11-30.json | 2023-03-03_11-45.json | 2023-03-03_12-00.json | 2023-03-03_12-15.json | 2023-03-03_12-30.json | 2023-03-03_12-45.json | 2023-03-03_13-00.json | 2023-03-03_13-15.json | 2023-03-03_13-30.json | 2023-03-03_13-45.json | 2023-03-03_14-00.json | 2023-03-03_14-15.json | 2023-03-03_14-30.json | 2023-03-03_14-45.json | 2023-03-03_15-00.json | 2023-03-03_15-15.json | 2023-03-03_15-30.json | 2023-03-03_15-45.json | 2023-03-03_16-00.json | 2023-03-03_16-15.json | 2023-03-03_16-30.json | 2023-03-03_16-45.json | 2023-03-03_17-00.json | 2023-03-03_17-15.json | 2023-03-03_17-30.json | 2023-03-03_17-45.json | 2023-03-03_18-00.json | 2023-03-03_18-15.json | 2023-03-03_18-30.json | 2023-03-03_18-45.json | 2023-03-03_19-00.json | 2023-03-03_19-15.json | 2023-03-03_19-30.json | 2023-03-03_19-45.json | 2023-03-03_20-00.json | 2023-03-03_20-15.json | 2023-03-03_20-30.json | 2023-03-03_20-45.json
2023-03-04,3,Overcast,-1.2,7.0,16.1,0.0,0.0,0.0,0.0,12.3,22.3,14.91,2.61,周六,是,否,,否,,周末,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,2023,周六,是,否,,否,,周末,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,天坛,0,全国,日度,1,2023,2387,2109,278,2026-03-27 22:04:22,2023-03-04 09:00:00,2023-03-04 20:45:00,2.155625,1.36,2.63,48,original,通畅 | 较通畅,舒适，适合参观游览。 | 较为舒适，适合参观游览。,2023-03-04_09-00.json | 2023-03-04_09-15.json | 2023-03-04_09-30.json | 2023-03-04_09-45.json | 2023-03-04_10-00.json | 2023-03-04_10-15.json | 2023-03-04_10-30.json | 2023-03-04_10-45.json | 2023-03-04_11-00.json | 2023-03-04_11-15.json | 2023-03-04_11-30.json | 2023-03-04_11-45.json | 2023-03-04_12-00.json | 2023-03-04_12-15.json | 2023-03-04_12-30.json | 2023-03-04_12-45.json | 2023-03-04_13-00.json | 2023-03-04_13-15.json | 2023-03-04_13-30.json | 2023-03-04_13-45.json | 2023-03-04_14-00.json | 2023-03-04_14-15.json | 2023-03-04_14-30.json | 2023-03-04_14-45.json | 2023-03-04_15-00.json | 2023-03-04_15-15.json | 2023-03-04_15-30.json | 2023-03-04_15-45.json | 2023-03-04_16-00.json | 2023-03-04_16-15.json | 2023-03-04_16-30.json | 2023-03-04_16-45.json | 2023-03-04_17-00.json | 2023-03-04_17-15.json | 2023-03-04_17-30.json | 2023-03-04_17-45.json | 2023-03-04_18-00.json | 2023-03-04_18-15.json | 2023-03-04_18-30.json | 2023-03-04_18-45.json | 2023-03-04_19-00.json | 2023-03-04_19-15.json | 2023-03-04_19-30.json | 2023-03-04_19-45.json | 2023-03-04_20-00.json | 2023-03-04_20-15.json | 2023-03-04_20-30.json | 2023-03-04_20-45.json
2023-03-05,3,Overcast,-0.9,6.6,15.8,0.0,0.0,0.0,0.0,10.2,21.2,15.13,2.2,周日,是,否,,否,,周末,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,2023,周日,是,否,,否,,周末,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,天坛,0,全国,日度,1,2023,2373,2055,318,2026-03-27 22:04:22,2023-03-05 09:00:00,2023-03-05 20:45:00,2.894375,2.41,3.15,48,original,通畅 | 较通畅 | 缓行,舒适，适合参观游览。 | 较为舒适，适合参观游览。 | 一般，可以前往参观游览。,2023-03-05_09-00.json | 2023-03-05_09-15.json | 2023-03-05_09-30.json | 2023-03-05_09-45.json | 2023-03-05_10-00.json | 2023-03-05_10-15.json | 2023-03-05_10-30.json | 2023-03-05_10-45.json | 2023-03-05_11-00.json | 2023-03-05_11-15.json | 2023-03-05_11-30.json | 2023-03-05_11-45.json | 2023-03-05_12-00.json | 2023-03-05_12-15.json | 2023-03-05_12-30.json | 2023-03-05_12-45.json | 2023-03-05_13-00.json | 2023-03-05_13-15.json | 2023-03-05_13-30.json | 2023-03-05_13-45.json | 2023-03-05_14-00.json | 2023-03-05_14-15.json | 2023-03-05_14-30.json | 2023-03-05_14-45.json | 2023-03-05_15-00.json | 2023-03-05_15-15.json | 2023-03-05_15-30.json | 2023-03-05_15-45.json | 2023-03-05_16-00.json | 2023-03-05_16-15.json | 2023-03-05_16-30.json | 2023-03-05_16-45.json | 2023-03-05_17-00.json | 2023-03-05_17-15.json | 2023-03-05_17-30.json | 2023-03-05_17-45.json | 2023-03-05_18-00.json | 2023-03-05_18-15.json | 2023-03-05_18-30.json | 2023-03-05_18-45.json | 2023-03-05_19-00.json | 2023-03-05_19-15.json | 2023-03-05_19-30.json | 2023-03-05_19-45.json | 2023-03-05_20-00.json | 2023-03-05_20-15.json | 2023-03-05_20-30.json | 2023-03-05_20-45.json
2023-03-06,3,Overcast,0.6,9.9,20.0,0.0,0.0,0.0,0.0,15.0,23.0,15.59,3.07,周一,否,否,,否,,工作日,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,2023,周一,否,否,,否,,工作日,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,天坛,0,全国,日度,1,2023,1810,1359,451,2026-03-27 22:04:22,2023-03-06 09:00:00,2023-03-06 20:45:00,3.113125,3.0,3.24,48,original,缓行,一般，可以前往参观游览。,2023-03-06_09-00.json | 2023-03-06_09-15.json | 2023-03-06_09-30.json | 2023-03-06_09-45.json | 2023-03-06_10-00.json | 2023-03-06_10-15.json | 2023-03-06_10-30.json | 2023-03-06_10-45.json | 2023-03-06_11-00.json | 2023-03-06_11-15.json | 2023-03-06_11-30.json | 2023-03-06_11-45.json | 2023-03-06_12-00.json | 2023-03-06_12-15.json | 2023-03-06_12-30.json | 2023-03-06_12-45.json | 2023-03-06_13-00.json | 2023-03-06_13-15.json | 2023-03-06_13-30.json | 2023-03-06_13-45.json | 2023-03-06_14-00.json | 2023-03-06_14-15.json | 2023-03-06_14-30.json | 2023-03-06_14-45.json | 2023-03-06_15-00.json | 2023-03-06_15-15.json | 2023-03-06_15-30.json | 2023-03-06_15-45.json | 2023-03-06_16-00.json | 2023-03-06_16-15.json | 2023-03-06_16-30.json | 2023-03-06_16-45.json | 2023-03-06_17-00.json | 2023-03-06_17-15.json | 2023-03-06_17-30.json | 2023-03-06_17-45.json | 2023-03-06_18-00.json | 2023-03-06_18-15.json | 2023-03-06_18-30.json | 2023-03-06_18-45.json | 2023-03-06_19-00.json | 2023-03-06_19-15.json | 2023-03-06_19-30.json | 2023-03-06_19-45.json | 2023-03-06_20-00.json | 2023-03-06_20-15.json | 2023-03-06_20-30.json | 2023-03-06_20-45.json
2023-03-07,3,Overcast,1.8,10.7,20.2,0.0,0.0,0.0,0.0,18.7,32.0,15.59,2.82,周二,否,否,,否,,工作日,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,2023,周二,否,否,,否,,工作日,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,天坛,0,全国,日度,1,2023,1783,1386,397,2026-03-27 22:04:22,2023-03-07 09:00:00,2023-03-07 20:45:00,1.6039583333333336,0.98,3.48,48,original,缓行 | 通畅,一般，可以前往参观游览。 | 舒适，适合参观游览。,2023-03-07_09-00.json | 2023-03-07_09-15.json | 2023-03-07_09-30.json | 2023-03-07_09-45.json | 2023-03-07_10-00.json | 2023-03-07_10-15.json | 2023-03-07_10-30.json | 2023-03-07_10-45.json | 2023-03-07_11-00.json | 2023-03-07_11-15.json | 2023-03-07_11-30.json | 2023-03-07_11-45.json | 2023-03-07_12-00.json | 2023-03-07_12-15.json | 2023-03-07_12-30.json | 2023-03-07_12-45.json | 2023-03-07_13-00.json | 2023-03-07_13-15.json | 2023-03-07_13-30.json | 2023-03-07_13-45.json | 2023-03-07_14-00.json | 2023-03-07_14-15.json | 2023-03-07_14-30.json | 2023-03-07_14-45.json | 2023-03-07_15-00.json | 2023-03-07_15-15.json | 2023-03-07_15-30.json | 2023-03-07_15-45.json | 2023-03-07_16-00.json | 2023-03-07_16-15.json | 2023-03-07_16-30.json | 2023-03-07_16-45.json | 2023-03-07_17-00.json | 2023-03-07_17-15.json | 2023-03-07_17-30.json | 2023-03-07_17-45.json | 2023-03-07_18-00.json | 2023-03-07_18-15.json | 2023-03-07_18-30.json | 2023-03-07_18-45.json | 2023-03-07_19-00.json | 2023-03-07_19-15.json | 2023-03-07_19-30.json | 2023-03-07_19-45.json | 2023-03-07_20-00.json | 2023-03-07_20-15.json | 2023-03-07_20-30.json | 2023-03-07_20-45.json
2023-03-08,3,Overcast,5.2,12.4,18.9,0.0,0.0,0.0,0.0,22.6,37.4,15.46,4.35,周三,否,否,,否,,工作日,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,2023,周三,否,否,,否,,工作日,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,天坛,0,全国,日度,1,2023,1861,1431,430,2026-03-27 22:04:22,2023-03-08 09:00:00,2023-03-08 20:45:00,0.39083333333333337,0.25,1.09,48,original,通畅,舒适，适合参观游览。,2023-03-08_09-00.json | 2023-03-08_09-15.json | 2023-03-08_09-30.json | 2023-03-08_09-45.json | 2023-03-08_10-00.json | 2023-03-08_10-15.json | 2023-03-08_10-30.json | 2023-03-08_10-45.json | 2023-03-08_11-00.json | 2023-03-08_11-15.json | 2023-03-08_11-30.json | 2023-03-08_11-45.json | 2023-03-08_12-00.json | 2023-03-08_12-15.json | 2023-03-08_12-30.json | 2023-03-08_12-45.json | 2023-03-08_13-00.json | 2023-03-08_13-15.json | 2023-03-08_13-30.json | 2023-03-08_13-45.json | 2023-03-08_14-00.json | 2023-03-08_14-15.json | 2023-03-08_14-30.json | 2023-03-08_14-45.json | 2023-03-08_15-00.json | 2023-03-08_15-15.json | 2023-03-08_15-30.json | 2023-03-08_15-45.json | 2023-03-08_16-00.json | 2023-03-08_16-15.json | 2023-03-08_16-30.json | 2023-03-08_16-45.json | 2023-03-08_17-00.json | 2023-03-08_17-15.json | 2023-03-08_17-30.json | 2023-03-08_17-45.json | 2023-03-08_18-00.json | 2023-03-08_18-15.json | 2023-03-08_18-30.json | 2023-03-08_18-45.json | 2023-03-08_19-00.json | 2023-03-08_19-15.json | 2023-03-08_19-30.json | 2023-03-08_19-45.json | 2023-03-08_20-00.json | 2023-03-08_20-15.json | 2023-03-08_20-30.json | 2023-03-08_20-45.json
2023-03-09,3,Overcast,1.1,10.5,22.3,0.0,0.0,0.0,0.0,10.6,25.9,15.81,2.98,周四,否,否,,否,,工作日,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,2023,周四,否,否,,否,,工作日,国务院办公厅关于2023年部分节假日安排的通知,https://www.gov.cn/fuwu/2022-12/10/content_5731272.htm,天坛,0,全国,日度,1,2023,1770,1330,440,2026-03-27 22:04:22,2023-03-09 09:00:00,2023-03-09 20:45:00,0.3933333333333333,0.29,0.48,48,original,通畅,舒适，适合参观游览。,2023-03-09_09-00.json | 2023-03-09_09-15.json | 2023-03-09_09-30.json | 2023-03-09_09-45.json | 2023-03-09_10-00.json | 2023-03-09_10-15.json | 2023-03-09_10-30.json | 2023-03-09_10-45.json | 2023-03-09_11-00.json | 2023-03-09_11-15.json | 2023-03-09_11-30.json | 2023-03-09_11-45.json | 2023-03-09_12-00.json | 2023-03-09_12-15.json | 2023-03-09_12-30.json | 2023-03-09_12-45.json | 2023-03-09_13-00.json | 2023-03-09_13-15.json | 2023-03-09_13-30.json | 2023-03-09_13-45.json | 2023-03-09_14-00.json | 2023-03-09_14-15.json | 2023-03-09_14-30.json | 2023-03-09_14-45.json | 2023-03-09_15-00.json | 2023-03-09_15-15.json | 2023-03-09_15-30.json | 2023-03-09_15-45.json | 2023-03-09_16-00.json | 2023-03-09_16-15.json | 2023-03-09_16-30.json | 2023-03-09_16-45.json | 2023-03-09_17-00.json | 2023-03-09_17-15.json | 2023-03-09_17-30.json | 2023-03-09_17-45.json | 2023-03-09_18-00.json | 2023-03-09_18-15.json | 2023-03-09_18-30.json | 2023-03-09_18-45.json | 2023-03-09_19-00.json | 2023-03-09_19-15.json | 2023-03-09_19-30.json | 2023-03-09_19-45.json | 2023-03-09_20-00.json | 2023-03-09_20-15.json | 2023-03-09_20-30.json | 2023-03-09_20-45.json
