日期,weather_天气代码,weather_天气,weather_最低气温_摄氏度,weather_平均气温_摄氏度,weather_最高气温_摄氏度,weather_总降水量_毫米,weather_降雨量_毫米,weather_降雪量_厘米,weather_降水时长_小时,weather_10米最大风速_千米每小时,weather_10米最大阵风_千米每小时,weather_短波辐射总量_兆焦每平方米,weather_参考蒸散量_毫米,weather_星期,weather_是否周末,weather_是否节假日放假,weather_节假日名称,weather_是否调休上班,weather_调休说明,weather_日期标签,weather_依据文件,weather_依据链接,holiday_年份,holiday_星期,holiday_是否周末,holiday_是否节假日放假,holiday_节假日名称,holiday_是否调休上班,holiday_调休说明,holiday_日期标签,holiday_依据文件,holiday_依据链接,baidu_关键词,baidu_城市代码,baidu_城市,baidu_数据类型,baidu_数据间隔(天),baidu_所属年份,baidu_PC+移动指数,baidu_移动指数,baidu_PC指数,baidu_爬取时间,park_时间戳_first,park_时间戳_last,park_number,park_number_min,park_number_max,park_number_count,park_number_flag,park_交通状况,park_环境描述,park_原始文件名
2024-05-20,3,Overcast,15.9,21.2,26.4,0.0,0.0,0.0,0.0,18.5,32.8,22.65,5.45,周一,否,否,,否,,工作日,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,2024,周一,否,否,,否,,工作日,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,天坛,0,全国,日度,1,2024,1938,1181,757,2026-03-27 22:04:27,2024-05-20 09:00:00,2024-05-20 20:45:00,0.6627083333333333,0.34,0.94,48,original,通畅,舒适，适合参观游览。,2024-05-20_09-00.json | 2024-05-20_09-15.json | 2024-05-20_09-30.json | 2024-05-20_09-45.json | 2024-05-20_10-00.json | 2024-05-20_10-15.json | 2024-05-20_10-30.json | 2024-05-20_10-45.json | 2024-05-20_11-00.json | 2024-05-20_11-15.json | 2024-05-20_11-30.json | 2024-05-20_11-45.json | 2024-05-20_12-00.json | 2024-05-20_12-15.json | 2024-05-20_12-30.json | 2024-05-20_12-45.json | 2024-05-20_13-00.json | 2024-05-20_13-15.json | 2024-05-20_13-30.json | 2024-05-20_13-45.json | 2024-05-20_14-00.json | 2024-05-20_14-15.json | 2024-05-20_14-30.json | 2024-05-20_14-45.json | 2024-05-20_15-00.json | 2024-05-20_15-15.json | 2024-05-20_15-30.json | 2024-05-20_15-45.json | 2024-05-20_16-00.json | 2024-05-20_16-15.json | 2024-05-20_16-30.json | 2024-05-20_16-45.json | 2024-05-20_17-00.json | 2024-05-20_17-15.json | 2024-05-20_17-30.json | 2024-05-20_17-45.json | 2024-05-20_18-00.json | 2024-05-20_18-15.json | 2024-05-20_18-30.json | 2024-05-20_18-45.json | 2024-05-20_19-00.json | 2024-05-20_19-15.json | 2024-05-20_19-30.json | 2024-05-20_19-45.json | 2024-05-20_20-00.json | 2024-05-20_20-15.json | 2024-05-20_20-30.json | 2024-05-20_20-45.json
2024-05-21,3,Overcast,15.8,21.7,27.2,0.0,0.0,0.0,0.0,13.8,25.6,22.47,5.22,周二,否,否,,否,,工作日,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,2024,周二,否,否,,否,,工作日,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,天坛,0,全国,日度,1,2024,1754,1157,597,2026-03-27 22:04:27,2024-05-21 09:00:00,2024-05-21 20:45:00,1.08375,0.35,1.48,48,original,通畅,舒适，适合参观游览。,2024-05-21_09-00.json | 2024-05-21_09-15.json | 2024-05-21_09-30.json | 2024-05-21_09-45.json | 2024-05-21_10-00.json | 2024-05-21_10-15.json | 2024-05-21_10-30.json | 2024-05-21_10-45.json | 2024-05-21_11-00.json | 2024-05-21_11-15.json | 2024-05-21_11-30.json | 2024-05-21_11-45.json | 2024-05-21_12-00.json | 2024-05-21_12-15.json | 2024-05-21_12-30.json | 2024-05-21_12-45.json | 2024-05-21_13-00.json | 2024-05-21_13-15.json | 2024-05-21_13-30.json | 2024-05-21_13-45.json | 2024-05-21_14-00.json | 2024-05-21_14-15.json | 2024-05-21_14-30.json | 2024-05-21_14-45.json | 2024-05-21_15-00.json | 2024-05-21_15-15.json | 2024-05-21_15-30.json | 2024-05-21_15-45.json | 2024-05-21_16-00.json | 2024-05-21_16-15.json | 2024-05-21_16-30.json | 2024-05-21_16-45.json | 2024-05-21_17-00.json | 2024-05-21_17-15.json | 2024-05-21_17-30.json | 2024-05-21_17-45.json | 2024-05-21_18-00.json | 2024-05-21_18-15.json | 2024-05-21_18-30.json | 2024-05-21_18-45.json | 2024-05-21_19-00.json | 2024-05-21_19-15.json | 2024-05-21_19-30.json | 2024-05-21_19-45.json | 2024-05-21_20-00.json | 2024-05-21_20-15.json | 2024-05-21_20-30.json | 2024-05-21_20-45.json
2024-05-22,3,Overcast,16.2,24.2,31.5,0.0,0.0,0.0,0.0,23.6,38.9,22.18,5.69,周三,否,否,,否,,工作日,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,2024,周三,否,否,,否,,工作日,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,天坛,0,全国,日度,1,2024,1862,1254,608,2026-03-27 22:04:27,2024-05-22 09:00:00,2024-05-22 20:45:00,1.0152083333333333,0.29,1.4,48,original,通畅,舒适，适合参观游览。,2024-05-22_09-00.json | 2024-05-22_09-15.json | 2024-05-22_09-30.json | 2024-05-22_09-45.json | 2024-05-22_10-00.json | 2024-05-22_10-15.json | 2024-05-22_10-30.json | 2024-05-22_10-45.json | 2024-05-22_11-00.json | 2024-05-22_11-15.json | 2024-05-22_11-30.json | 2024-05-22_11-45.json | 2024-05-22_12-00.json | 2024-05-22_12-15.json | 2024-05-22_12-30.json | 2024-05-22_12-45.json | 2024-05-22_13-00.json | 2024-05-22_13-15.json | 2024-05-22_13-30.json | 2024-05-22_13-45.json | 2024-05-22_14-00.json | 2024-05-22_14-15.json | 2024-05-22_14-30.json | 2024-05-22_14-45.json | 2024-05-22_15-00.json | 2024-05-22_15-15.json | 2024-05-22_15-30.json | 2024-05-22_15-45.json | 2024-05-22_16-00.json | 2024-05-22_16-15.json | 2024-05-22_16-30.json | 2024-05-22_16-45.json | 2024-05-22_17-00.json | 2024-05-22_17-15.json | 2024-05-22_17-30.json | 2024-05-22_17-45.json | 2024-05-22_18-00.json | 2024-05-22_18-15.json | 2024-05-22_18-30.json | 2024-05-22_18-45.json | 2024-05-22_19-00.json | 2024-05-22_19-15.json | 2024-05-22_19-30.json | 2024-05-22_19-45.json | 2024-05-22_20-00.json | 2024-05-22_20-15.json | 2024-05-22_20-30.json | 2024-05-22_20-45.json
2024-05-23,3,Overcast,19.5,25.3,31.9,0.0,0.0,0.0,0.0,30.3,55.1,17.54,5.67,周四,否,否,,否,,工作日,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,2024,周四,否,否,,否,,工作日,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,天坛,0,全国,日度,1,2024,1945,1343,602,2026-03-27 22:04:27,2024-05-23 09:00:00,2024-05-23 20:45:00,0.9191666666666666,0.31,1.23,48,original,通畅,舒适，适合参观游览。,2024-05-23_09-00.json | 2024-05-23_09-15.json | 2024-05-23_09-30.json | 2024-05-23_09-45.json | 2024-05-23_10-00.json | 2024-05-23_10-15.json | 2024-05-23_10-30.json | 2024-05-23_10-45.json | 2024-05-23_11-00.json | 2024-05-23_11-15.json | 2024-05-23_11-30.json | 2024-05-23_11-45.json | 2024-05-23_12-00.json | 2024-05-23_12-15.json | 2024-05-23_12-30.json | 2024-05-23_12-45.json | 2024-05-23_13-00.json | 2024-05-23_13-15.json | 2024-05-23_13-30.json | 2024-05-23_13-45.json | 2024-05-23_14-00.json | 2024-05-23_14-15.json | 2024-05-23_14-30.json | 2024-05-23_14-45.json | 2024-05-23_15-00.json | 2024-05-23_15-15.json | 2024-05-23_15-30.json | 2024-05-23_15-45.json | 2024-05-23_16-00.json | 2024-05-23_16-15.json | 2024-05-23_16-30.json | 2024-05-23_16-45.json | 2024-05-23_17-00.json | 2024-05-23_17-15.json | 2024-05-23_17-30.json | 2024-05-23_17-45.json | 2024-05-23_18-00.json | 2024-05-23_18-15.json | 2024-05-23_18-30.json | 2024-05-23_18-45.json | 2024-05-23_19-00.json | 2024-05-23_19-15.json | 2024-05-23_19-30.json | 2024-05-23_19-45.json | 2024-05-23_20-00.json | 2024-05-23_20-15.json | 2024-05-23_20-30.json | 2024-05-23_20-45.json
2024-05-24,53,Moderate drizzle,13.9,18.3,21.5,2.5,2.5,0.0,10.0,12.3,25.9,7.14,2.26,周五,否,否,,否,,工作日,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,2024,周五,否,否,,否,,工作日,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,天坛,0,全国,日度,1,2024,1726,1217,509,2026-03-27 22:04:27,2024-05-24 09:00:00,2024-05-24 20:45:00,1.0189583333333334,0.43,1.34,48,original,通畅,舒适，适合参观游览。,2024-05-24_09-00.json | 2024-05-24_09-15.json | 2024-05-24_09-30.json | 2024-05-24_09-45.json | 2024-05-24_10-00.json | 2024-05-24_10-15.json | 2024-05-24_10-30.json | 2024-05-24_10-45.json | 2024-05-24_11-00.json | 2024-05-24_11-15.json | 2024-05-24_11-30.json | 2024-05-24_11-45.json | 2024-05-24_12-00.json | 2024-05-24_12-15.json | 2024-05-24_12-30.json | 2024-05-24_12-45.json | 2024-05-24_13-00.json | 2024-05-24_13-15.json | 2024-05-24_13-30.json | 2024-05-24_13-45.json | 2024-05-24_14-00.json | 2024-05-24_14-15.json | 2024-05-24_14-30.json | 2024-05-24_14-45.json | 2024-05-24_15-00.json | 2024-05-24_15-15.json | 2024-05-24_15-30.json | 2024-05-24_15-45.json | 2024-05-24_16-00.json | 2024-05-24_16-15.json | 2024-05-24_16-30.json | 2024-05-24_16-45.json | 2024-05-24_17-00.json | 2024-05-24_17-15.json | 2024-05-24_17-30.json | 2024-05-24_17-45.json | 2024-05-24_18-00.json | 2024-05-24_18-15.json | 2024-05-24_18-30.json | 2024-05-24_18-45.json | 2024-05-24_19-00.json | 2024-05-24_19-15.json | 2024-05-24_19-30.json | 2024-05-24_19-45.json | 2024-05-24_20-00.json | 2024-05-24_20-15.json | 2024-05-24_20-30.json | 2024-05-24_20-45.json
2024-05-25,61,Slight rain,12.1,13.9,16.0,15.1,15.1,0.0,16.0,9.4,18.4,4.83,1.06,周六,是,否,,否,,周末,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,2024,周六,是,否,,否,,周末,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,天坛,0,全国,日度,1,2024,2229,1747,482,2026-03-27 22:04:27,2024-05-25 09:00:00,2024-05-25 20:45:00,0.6739583333333333,0.35,0.87,48,original,通畅,舒适，适合参观游览。,2024-05-25_09-00.json | 2024-05-25_09-15.json | 2024-05-25_09-30.json | 2024-05-25_09-45.json | 2024-05-25_10-00.json | 2024-05-25_10-15.json | 2024-05-25_10-30.json | 2024-05-25_10-45.json | 2024-05-25_11-00.json | 2024-05-25_11-15.json | 2024-05-25_11-30.json | 2024-05-25_11-45.json | 2024-05-25_12-00.json | 2024-05-25_12-15.json | 2024-05-25_12-30.json | 2024-05-25_12-45.json | 2024-05-25_13-00.json | 2024-05-25_13-15.json | 2024-05-25_13-30.json | 2024-05-25_13-45.json | 2024-05-25_14-00.json | 2024-05-25_14-15.json | 2024-05-25_14-30.json | 2024-05-25_14-45.json | 2024-05-25_15-00.json | 2024-05-25_15-15.json | 2024-05-25_15-30.json | 2024-05-25_15-45.json | 2024-05-25_16-00.json | 2024-05-25_16-15.json | 2024-05-25_16-30.json | 2024-05-25_16-45.json | 2024-05-25_17-00.json | 2024-05-25_17-15.json | 2024-05-25_17-30.json | 2024-05-25_17-45.json | 2024-05-25_18-00.json | 2024-05-25_18-15.json | 2024-05-25_18-30.json | 2024-05-25_18-45.json | 2024-05-25_19-00.json | 2024-05-25_19-15.json | 2024-05-25_19-30.json | 2024-05-25_19-45.json | 2024-05-25_20-00.json | 2024-05-25_20-15.json | 2024-05-25_20-30.json | 2024-05-25_20-45.json
2024-05-26,3,Overcast,10.6,20.6,28.4,0.0,0.0,0.0,0.0,32.3,54.7,23.94,6.93,周日,是,否,,否,,周末,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,2024,周日,是,否,,否,,周末,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,天坛,0,全国,日度,1,2024,2617,2141,476,2026-03-27 22:04:27,2024-05-26 09:00:00,2024-05-26 20:45:00,1.4124999999999999,0.31,2.04,48,original,通畅,舒适，适合参观游览。,2024-05-26_09-00.json | 2024-05-26_09-15.json | 2024-05-26_09-30.json | 2024-05-26_09-45.json | 2024-05-26_10-00.json | 2024-05-26_10-15.json | 2024-05-26_10-30.json | 2024-05-26_10-45.json | 2024-05-26_11-00.json | 2024-05-26_11-15.json | 2024-05-26_11-30.json | 2024-05-26_11-45.json | 2024-05-26_12-00.json | 2024-05-26_12-15.json | 2024-05-26_12-30.json | 2024-05-26_12-45.json | 2024-05-26_13-00.json | 2024-05-26_13-15.json | 2024-05-26_13-30.json | 2024-05-26_13-45.json | 2024-05-26_14-00.json | 2024-05-26_14-15.json | 2024-05-26_14-30.json | 2024-05-26_14-45.json | 2024-05-26_15-00.json | 2024-05-26_15-15.json | 2024-05-26_15-30.json | 2024-05-26_15-45.json | 2024-05-26_16-00.json | 2024-05-26_16-15.json | 2024-05-26_16-30.json | 2024-05-26_16-45.json | 2024-05-26_17-00.json | 2024-05-26_17-15.json | 2024-05-26_17-30.json | 2024-05-26_17-45.json | 2024-05-26_18-00.json | 2024-05-26_18-15.json | 2024-05-26_18-30.json | 2024-05-26_18-45.json | 2024-05-26_19-00.json | 2024-05-26_19-15.json | 2024-05-26_19-30.json | 2024-05-26_19-45.json | 2024-05-26_20-00.json | 2024-05-26_20-15.json | 2024-05-26_20-30.json | 2024-05-26_20-45.json
2024-05-27,3,Overcast,13.4,22.2,29.9,0.0,0.0,0.0,0.0,21.5,38.2,22.88,6.31,周一,否,否,,否,,工作日,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,2024,周一,否,否,,否,,工作日,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,天坛,0,全国,日度,1,2024,1735,1115,620,2026-03-27 22:04:27,2024-05-27 09:00:00,2024-05-27 20:45:00,0.6170833333333333,0.37,0.85,48,original,通畅,舒适，适合参观游览。,2024-05-27_09-00.json | 2024-05-27_09-15.json | 2024-05-27_09-30.json | 2024-05-27_09-45.json | 2024-05-27_10-00.json | 2024-05-27_10-15.json | 2024-05-27_10-30.json | 2024-05-27_10-45.json | 2024-05-27_11-00.json | 2024-05-27_11-15.json | 2024-05-27_11-30.json | 2024-05-27_11-45.json | 2024-05-27_12-00.json | 2024-05-27_12-15.json | 2024-05-27_12-30.json | 2024-05-27_12-45.json | 2024-05-27_13-00.json | 2024-05-27_13-15.json | 2024-05-27_13-30.json | 2024-05-27_13-45.json | 2024-05-27_14-00.json | 2024-05-27_14-15.json | 2024-05-27_14-30.json | 2024-05-27_14-45.json | 2024-05-27_15-00.json | 2024-05-27_15-15.json | 2024-05-27_15-30.json | 2024-05-27_15-45.json | 2024-05-27_16-00.json | 2024-05-27_16-15.json | 2024-05-27_16-30.json | 2024-05-27_16-45.json | 2024-05-27_17-00.json | 2024-05-27_17-15.json | 2024-05-27_17-30.json | 2024-05-27_17-45.json | 2024-05-27_18-00.json | 2024-05-27_18-15.json | 2024-05-27_18-30.json | 2024-05-27_18-45.json | 2024-05-27_19-00.json | 2024-05-27_19-15.json | 2024-05-27_19-30.json | 2024-05-27_19-45.json | 2024-05-27_20-00.json | 2024-05-27_20-15.json | 2024-05-27_20-30.json | 2024-05-27_20-45.json
2024-05-28,3,Overcast,14.1,23.3,30.8,0.0,0.0,0.0,0.0,17.4,29.9,23.61,6.05,周二,否,否,,否,,工作日,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,2024,周二,否,否,,否,,工作日,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,天坛,0,全国,日度,1,2024,1599,1103,496,2026-03-27 22:04:27,2024-05-28 09:00:00,2024-05-28 20:45:00,0.8410416666666666,0.04,1.29,48,original,通畅,舒适，适合参观游览。,2024-05-28_09-00.json | 2024-05-28_09-15.json | 2024-05-28_09-30.json | 2024-05-28_09-45.json | 2024-05-28_10-00.json | 2024-05-28_10-15.json | 2024-05-28_10-30.json | 2024-05-28_10-45.json | 2024-05-28_11-00.json | 2024-05-28_11-15.json | 2024-05-28_11-30.json | 2024-05-28_11-45.json | 2024-05-28_12-00.json | 2024-05-28_12-15.json | 2024-05-28_12-30.json | 2024-05-28_12-45.json | 2024-05-28_13-00.json | 2024-05-28_13-15.json | 2024-05-28_13-30.json | 2024-05-28_13-45.json | 2024-05-28_14-00.json | 2024-05-28_14-15.json | 2024-05-28_14-30.json | 2024-05-28_14-45.json | 2024-05-28_15-00.json | 2024-05-28_15-15.json | 2024-05-28_15-30.json | 2024-05-28_15-45.json | 2024-05-28_16-00.json | 2024-05-28_16-15.json | 2024-05-28_16-30.json | 2024-05-28_16-45.json | 2024-05-28_17-00.json | 2024-05-28_17-15.json | 2024-05-28_17-30.json | 2024-05-28_17-45.json | 2024-05-28_18-00.json | 2024-05-28_18-15.json | 2024-05-28_18-30.json | 2024-05-28_18-45.json | 2024-05-28_19-00.json | 2024-05-28_19-15.json | 2024-05-28_19-30.json | 2024-05-28_19-45.json | 2024-05-28_20-00.json | 2024-05-28_20-15.json | 2024-05-28_20-30.json | 2024-05-28_20-45.json
2024-05-29,3,Overcast,20.0,25.9,32.8,0.0,0.0,0.0,0.0,28.8,46.8,19.34,6.95,周三,否,否,,否,,工作日,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,2024,周三,否,否,,否,,工作日,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,天坛,0,全国,日度,1,2024,1630,1027,603,2026-03-27 22:04:27,2024-05-29 09:00:00,2024-05-29 20:45:00,0.91,0.34,1.25,48,original,通畅,舒适，适合参观游览。,2024-05-29_09-00.json | 2024-05-29_09-15.json | 2024-05-29_09-30.json | 2024-05-29_09-45.json | 2024-05-29_10-00.json | 2024-05-29_10-15.json | 2024-05-29_10-30.json | 2024-05-29_10-45.json | 2024-05-29_11-00.json | 2024-05-29_11-15.json | 2024-05-29_11-30.json | 2024-05-29_11-45.json | 2024-05-29_12-00.json | 2024-05-29_12-15.json | 2024-05-29_12-30.json | 2024-05-29_12-45.json | 2024-05-29_13-00.json | 2024-05-29_13-15.json | 2024-05-29_13-30.json | 2024-05-29_13-45.json | 2024-05-29_14-00.json | 2024-05-29_14-15.json | 2024-05-29_14-30.json | 2024-05-29_14-45.json | 2024-05-29_15-00.json | 2024-05-29_15-15.json | 2024-05-29_15-30.json | 2024-05-29_15-45.json | 2024-05-29_16-00.json | 2024-05-29_16-15.json | 2024-05-29_16-30.json | 2024-05-29_16-45.json | 2024-05-29_17-00.json | 2024-05-29_17-15.json | 2024-05-29_17-30.json | 2024-05-29_17-45.json | 2024-05-29_18-00.json | 2024-05-29_18-15.json | 2024-05-29_18-30.json | 2024-05-29_18-45.json | 2024-05-29_19-00.json | 2024-05-29_19-15.json | 2024-05-29_19-30.json | 2024-05-29_19-45.json | 2024-05-29_20-00.json | 2024-05-29_20-15.json | 2024-05-29_20-30.json | 2024-05-29_20-45.json
2024-05-30,51,Light drizzle,20.0,26.0,33.4,0.3,0.3,0.0,2.0,28.8,49.0,21.29,6.34,周四,否,否,,否,,工作日,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,2024,周四,否,否,,否,,工作日,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,天坛,0,全国,日度,1,2024,1690,1122,568,2026-03-27 22:04:27,2024-05-30 09:00:00,2024-05-30 20:45:00,0.7991666666666667,0.4,1.09,48,original,通畅,舒适，适合参观游览。,2024-05-30_09-00.json | 2024-05-30_09-15.json | 2024-05-30_09-30.json | 2024-05-30_09-45.json | 2024-05-30_10-00.json | 2024-05-30_10-15.json | 2024-05-30_10-30.json | 2024-05-30_10-45.json | 2024-05-30_11-00.json | 2024-05-30_11-15.json | 2024-05-30_11-30.json | 2024-05-30_11-45.json | 2024-05-30_12-00.json | 2024-05-30_12-15.json | 2024-05-30_12-30.json | 2024-05-30_12-45.json | 2024-05-30_13-00.json | 2024-05-30_13-15.json | 2024-05-30_13-30.json | 2024-05-30_13-45.json | 2024-05-30_14-00.json | 2024-05-30_14-15.json | 2024-05-30_14-30.json | 2024-05-30_14-45.json | 2024-05-30_15-00.json | 2024-05-30_15-15.json | 2024-05-30_15-30.json | 2024-05-30_15-45.json | 2024-05-30_16-00.json | 2024-05-30_16-15.json | 2024-05-30_16-30.json | 2024-05-30_16-45.json | 2024-05-30_17-00.json | 2024-05-30_17-15.json | 2024-05-30_17-30.json | 2024-05-30_17-45.json | 2024-05-30_18-00.json | 2024-05-30_18-15.json | 2024-05-30_18-30.json | 2024-05-30_18-45.json | 2024-05-30_19-00.json | 2024-05-30_19-15.json | 2024-05-30_19-30.json | 2024-05-30_19-45.json | 2024-05-30_20-00.json | 2024-05-30_20-15.json | 2024-05-30_20-30.json | 2024-05-30_20-45.json
2024-05-31,3,Overcast,19.8,24.7,29.7,0.0,0.0,0.0,0.0,28.6,47.5,20.53,7.79,周五,否,否,,否,,工作日,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,2024,周五,否,否,,否,,工作日,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,天坛,0,全国,日度,1,2024,1577,1058,519,2026-03-27 22:04:27,2024-05-31 09:00:00,2024-05-31 20:45:00,0.9802083333333332,0.5,1.24,48,original,通畅,舒适，适合参观游览。,2024-05-31_09-00.json | 2024-05-31_09-15.json | 2024-05-31_09-30.json | 2024-05-31_09-45.json | 2024-05-31_10-00.json | 2024-05-31_10-15.json | 2024-05-31_10-30.json | 2024-05-31_10-45.json | 2024-05-31_11-00.json | 2024-05-31_11-15.json | 2024-05-31_11-30.json | 2024-05-31_11-45.json | 2024-05-31_12-00.json | 2024-05-31_12-15.json | 2024-05-31_12-30.json | 2024-05-31_12-45.json | 2024-05-31_13-00.json | 2024-05-31_13-15.json | 2024-05-31_13-30.json | 2024-05-31_13-45.json | 2024-05-31_14-00.json | 2024-05-31_14-15.json | 2024-05-31_14-30.json | 2024-05-31_14-45.json | 2024-05-31_15-00.json | 2024-05-31_15-15.json | 2024-05-31_15-30.json | 2024-05-31_15-45.json | 2024-05-31_16-00.json | 2024-05-31_16-15.json | 2024-05-31_16-30.json | 2024-05-31_16-45.json | 2024-05-31_17-00.json | 2024-05-31_17-15.json | 2024-05-31_17-30.json | 2024-05-31_17-45.json | 2024-05-31_18-00.json | 2024-05-31_18-15.json | 2024-05-31_18-30.json | 2024-05-31_18-45.json | 2024-05-31_19-00.json | 2024-05-31_19-15.json | 2024-05-31_19-30.json | 2024-05-31_19-45.json | 2024-05-31_20-00.json | 2024-05-31_20-15.json | 2024-05-31_20-30.json | 2024-05-31_20-45.json
2024-06-01,3,Overcast,15.9,24.8,32.2,0.0,0.0,0.0,0.0,20.1,32.0,23.0,6.32,周六,是,否,,否,,周末,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,2024,周六,是,否,,否,,周末,国务院办公厅关于2024年部分节假日安排的通知,https://www.gov.cn/yaowen/liebiao/202310/content_6911540.htm,天坛,0,全国,日度,1,2024,1585,1264,321,2026-03-27 22:04:31,2024-06-01 09:00:00,2024-06-01 20:45:00,1.1489583333333333,0.56,1.51,48,original,通畅,舒适，适合参观游览。,2024-06-01_09-00.json | 2024-06-01_09-15.json | 2024-06-01_09-30.json | 2024-06-01_09-45.json | 2024-06-01_10-00.json | 2024-06-01_10-15.json | 2024-06-01_10-30.json | 2024-06-01_10-45.json | 2024-06-01_11-00.json | 2024-06-01_11-15.json | 2024-06-01_11-30.json | 2024-06-01_11-45.json | 2024-06-01_12-00.json | 2024-06-01_12-15.json | 2024-06-01_12-30.json | 2024-06-01_12-45.json | 2024-06-01_13-00.json | 2024-06-01_13-15.json | 2024-06-01_13-30.json | 2024-06-01_13-45.json | 2024-06-01_14-00.json | 2024-06-01_14-15.json | 2024-06-01_14-30.json | 2024-06-01_14-45.json | 2024-06-01_15-00.json | 2024-06-01_15-15.json | 2024-06-01_15-30.json | 2024-06-01_15-45.json | 2024-06-01_16-00.json | 2024-06-01_16-15.json | 2024-06-01_16-30.json | 2024-06-01_16-45.json | 2024-06-01_17-00.json | 2024-06-01_17-15.json | 2024-06-01_17-30.json | 2024-06-01_17-45.json | 2024-06-01_18-00.json | 2024-06-01_18-15.json | 2024-06-01_18-30.json | 2024-06-01_18-45.json | 2024-06-01_19-00.json | 2024-06-01_19-15.json | 2024-06-01_19-30.json | 2024-06-01_19-45.json | 2024-06-01_20-00.json | 2024-06-01_20-15.json | 2024-06-01_20-30.json | 2024-06-01_20-45.json
